names,Wikipedia  Names,Position,Joined Congress,ODU-WSDL,CSPAN,TweetCongress,Github,REMARK,congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
jim costa,Jim Costa ,Rep,03-Jan-05,RepJimCosta,RepJimCosta,RepJimCosta,RepJimCosta,,116,House,20501,71,16,CA,100,,,"COSTA, Jim",C001059,1952,,-0.193,0.458,-97.20739,0.88585,802,32,,-0.373,0.757
jim hagedorn,Jim Hagedorn ,Rep,03-Jan-19,RepHagedorn,RepHagedorn,RepHagedorn,RepHagedorn,,116,House,21929,33,1,MN,200,,,"HAGEDORN, Jim",H001088,1962,2022,0.477,0.345,-78.28015,0.9069,801,35,,0.459,0.377
jim himes,Jim Himes ,Rep,03-Jan-09,jahimes,jahimes,jahimes,jahimes,,116,House,20907,1,4,CT,100,,,"HIMES, Jim",H001047,1966,,-0.239,-0.235,-42.17962,0.94858,799,16,,-0.32,0.131
jim jordan,Jim Jordan ,Rep,03-Jan-07,Jim_Jordan,Jim_Jordan,Jim_Jordan,Jim_Jordan,,116,House,20738,24,4,OH,200,,,"JORDAN, Jim",J000289,1964,,0.718,-0.201,-93.79818,0.88884,796,39,,0.768,-0.193
jim mcgovern,Jim McGovern ,Rep,03-Jan-97,RepMcGovern,RepMcGovern,RepMcGovern,RepMcGovern,,116,House,29729,3,2,MA,100,,,"McGOVERN, Jim",M000312,1959,,-0.538,-0.311,-19.11043,0.9766,807,9,,-0.462,-0.624
jim sensenbrenner,Jim Sensenbrenner ,Rep,03-Jan-79,JimPressOffice,JimPressOffice,JimPressOffice,JimPressOffice,,116,House,14657,25,5,WI,200,,,"SENSENBRENNER, Jim",S000244,1943,,0.638,-0.579,-165.27996,0.78478,682,83,,0.573,-0.267
jimmy gomez,Jimmy Gomez ,Rep,11-Jul-17,RepJimmyGomez,RepJimmyGomez,RepJimmyGomez,RepJimmyGomez,,116,House,21754,71,34,CA,100,,,"GOMEZ, Jimmy",G000585,1974,,-0.573,-0.235,-28.81833,0.96479,804,11,,-0.416,-0.569
jimmy panetta,Jimmy Panetta ,Rep,03-Jan-17,RepJimmyPanetta,RepJimmyPanetta,RepJimmyPanetta,RepJimmyPanetta,,116,House,21740,71,20,CA,100,,,"PANETTA, Jimmy",P000613,1969,,-0.294,0.077,-36.25252,0.95628,811,15,,-0.306,0.238
joaquan castro,Joaquan Castro ,Rep,03-Jan-13,JoaquinCastrotx,JoaquinCastrotx,JoaquinCastrotx,JoaquinCastrotx,,116,House,21362,49,20,TX,100,,,"CASTRO, Joaquan",C001091,1974,,-0.4,-0.042,-33.76154,0.95775,782,14,,-0.618,-0.155
jodey arrington,Jodey Arrington ,Rep,03-Jan-17,RepArrington,RepArrington,RepArrington,RepArrington,,116,House,21700,49,19,TX,200,,,"ARRINGTON, Jodey Cook",A000375,1972,,0.648,-0.061,-125.19852,0.85395,793,64,,0.655,-0.097
jody hice,Jody Hice ,Rep,03-Jan-15,congressmanhice,congressmanhice,congressmanhice,congressmanhice,,116,House,21514,44,10,GA,200,,,"HICE, Jody Brownlow",H001071,1960,,0.797,-0.242,-82.05851,0.89803,763,32,,0.856,-0.087
joe courtney,Joe Courtney ,Rep,03-Jan-07,RepJoeCourtney,RepJoeCourtney,RepJoeCourtney,RepJoeCourtney,,116,House,20706,1,2,CT,100,,,"COURTNEY, Joe",C001069,1953,,-0.344,0.02,-21.71213,0.97355,810,5,,-0.36,0.014
joe cunningham,Joe Cunningham ,Rep,03-Jan-19,RepCunningham,RepCunningham,RepCunningham,RepCunningham,,116,House,21913,48,1,SC,100,,,"CUNNINGHAM, Joe",C001122,1982,,-0.131,0.49,-142.08536,0.83727,800,53,,-0.131,0.49
joe neguse,Joe Neguse ,Rep,03-Jan-19,RepJoeNeguse,RepJoeNeguse,RepJoeNeguse,RepJoeNeguse,,116,House,21948,62,2,CO,100,,,"NEGUSE, Joe",N000191,1984,,-0.361,-0.334,-19.16234,0.97659,809,6,,-0.466,-0.463
joe wilson,Joe Wilson ,Rep,18-Dec-01,RepJoeWilson,RepJoeWilson,RepJoeWilson,RepJoeWilson,,116,House,20138,48,2,SC,200,,,"WILSON, Joe",W000795,1947,,0.53,0.146,-112.80154,0.86471,776,52,,0.497,0.13
john larson,John B. Larson,Rep,03-Jan-99,RepJohnLarson,RepJohnLarson,RepJohnLarson,RepJohnLarson,,116,House,29908,1,1,CT,100,,,"LARSON, John B.",L000557,1948,,-0.397,-0.048,-17.52766,0.97833,800,6,,-0.347,0.01
john carter,John Carter ,Rep,03-Jan-03,JudgeCarter,JudgeCarter,JudgeCarter,JudgeCarter,,116,House,20356,49,31,TX,200,,,"CARTER, John R.",C001051,1941,,0.486,0.572,-132.95928,0.83265,726,59,,0.514,0.649
john curtis,John Curtis ,Rep,13-Nov-17,RepJohnCurtis,RepJohnCurtis,RepJohnCurtis,RepJohnCurtis,,116,House,21755,67,3,UT,200,,,"CURTIS, John",C001114,1960,,0.477,0.092,-108.34605,0.86565,751,45,,0.54,0.052
john garamendi,John Garamendi ,Rep,03-Nov-09,RepGaramendi,RepGaramendi,RepGaramendi,RepGaramendi,,116,House,20958,71,3,CA,100,,,"GARAMENDI, John",G000559,1945,,-0.309,-0.099,-31.54206,0.9612,797,8,,-0.303,-0.032
john joyce,John Joyce ,Rep,03-Jan-19,RepJohnJoyce,RepJohnJoyce,RepJohnJoyce,RepJohnJoyce,,116,House,21936,14,13,PA,200,,,"JOYCE, John",J000302,1957,,0.572,0.036,-82.83514,0.89788,769,38,,0.535,0.174
john katko,John Katko ,Rep,03-Jan-15,RepJohnKatko,RepJohnKatko,RepJohnKatko,RepJohnKatko,,116,House,21542,13,24,NY,200,,,"KATKO, John",K000386,1962,,0.185,0.013,-151.17532,0.8234,778,59,,0.187,0.005
john lewis,John Lewis ,Rep,03-Jan-87,RepJohnLewis,RepJohnLewis,RepJohnLewis,RepJohnLewis,,116,House,15431,44,5,GA,100,,,"LEWIS, John R.",L000287,1940,2020,-0.589,-0.221,-11.00536,0.98252,624,5,,-0.449,-0.132
john moolenaar,John Moolenaar ,Rep,03-Jan-15,RepMoolenaar,RepMoolenaar,RepMoolenaar,RepMoolenaar,,116,House,21526,23,4,MI,200,,,"MOOLENAAR, John",M001194,1961,,0.443,0.216,-79.90675,0.90595,809,30,,0.399,0.37
john ratcliffe,John Ratcliffe ,Rep,03-Jan-15,RepRatcliffe,RepRatcliffe,RepRatcliffe,RepRatcliffe,,116,House,21549,49,4,TX,200,,,"RATCLIFFE, John",R000601,1965,,0.693,0.113,-74.52081,0.88536,612,34,,0.654,0.116
john rose,John Rose ,Rep,03-Jan-19,RepJohnRose,RepJohnRose,RepJohnRose,RepJohnRose,,116,House,21959,54,6,TN,200,,,"ROSE, John",R000612,1965,,0.675,0.074,-111.09086,0.86851,788,48,,0.673,0.048
john rutherford,John Rutherford ,Rep,03-Jan-17,RepRutherfordFL,RepRutherfordFL,RepRutherfordFL,RepRutherfordFL,,116,House,21744,43,4,FL,200,,,"RUTHERFORD, John Henry",R000609,1952,,0.437,0.027,-165.58013,0.80896,781,80,,0.416,0.033
john sarbanes,John Sarbanes ,Rep,03-Jan-07,RepSarbanes,RepSarbanes,RepSarbanes,RepSarbanes,,116,House,20724,52,3,MD,100,,,"SARBANES, John",S001168,1962,,-0.466,-0.074,-16.36035,0.97996,808,6,,-0.416,-0.084
john shimkus,John Shimkus ,Rep,03-Jan-13,RepShimkus,RepShimkus,RepShimkus,RepShimkus,,116,House,29718,21,15,IL,200,,,"SHIMKUS, John M.",S000364,1958,,0.375,0.154,-98.57355,0.87925,766,45,,0.395,0.308
john yarmuth,John Yarmuth ,Rep,03-Jan-07,RepJohnYarmuth,RepJohnYarmuth,RepJohnYarmuth,RepJohnYarmuth,,116,House,20723,51,3,KY,100,,,"YARMUTH, John",Y000062,1947,,-0.378,-0.275,-20.37847,0.97488,801,6,,-0.444,-0.161
josa serrano,Josa E. Serrano,Rep,21-Mar-90,RepJoseSerrano,RepJoseSerrano,RepJoseSerrano,RepJoseSerrano,,116,House,29134,13,15,NY,100,,,"SERRANO, Josa E.",S000248,1943,,-0.491,-0.377,-13.46589,0.98142,718,5,,-0.437,-0.311
joseph morelle,Joseph D. Morelle,Rep,13-Nov-18,RepJoeMorelle,RepJoeMorelle,RepJoeMorelle,RepJoeMorelle,,116,House,21761,13,25,NY,100,,,"MORELLE, Joseph D.",M001206,1957,,-0.356,0.179,-24.91031,0.96884,787,6,,-0.32,0.084
joseph kennedy,Joseph P. Kennedy,Rep,03-Jan-13,RepJoeKennedy,RepJoeKennedy,RepJoeKennedy,RepJoeKennedy,,116,House,21335,3,4,MA,100,,,"KENNEDY, Joseph P.",K000379,1980,,-0.421,-0.206,-25.62281,0.96844,799,11,,-0.444,-0.619
josh gottheimer,Josh Gottheimer ,Rep,03-Jan-17,RepJoshG,RepJoshG,RepJoshG,RepJoshG,,116,House,21723,12,5,NJ,100,,,"GOTTHEIMER, Josh S.",G000583,1975,,-0.153,0.22,-105.01294,0.87798,807,50,,-0.171,0.456
josh harder,Josh Harder ,Rep,03-Jan-19,RepJoshHarder,RepJoshHarder,RepJoshHarder,RepJoshHarder,,116,House,21930,71,10,CA,100,,,"HARDER, Josh",H001090,1986,,-0.378,0.614,-64.97843,0.92236,804,20,,-0.386,0.763
joyce beatty,Joyce Beatty ,Rep,03-Jan-13,RepBeatty,RepBeatty,RepBeatty,RepBeatty,,116,House,21352,24,3,OH,100,,,"BEATTY, Joyce",B001281,1950,,-0.436,0.044,-15.37478,0.98036,775,4,,-0.474,-0.095
juan vargas,Juan Vargas ,Rep,03-Jan-13,RepJuanVargas,RepJuanVargas,RepJuanVargas,RepJuanVargas,,116,House,21314,71,51,CA,100,,,"VARGAS, Juan",V000130,1961,,-0.404,0.076,-32.54561,0.95974,792,12,,-0.554,-0.187
judy chu,Judy Chu ,Rep,14-Jul-09,RepJudyChu,RepJudyChu,RepJudyChu,RepJudyChu,,116,House,20955,71,27,CA,100,,,"CHU, Judy",C001080,1953,,-0.489,-0.374,-16.17233,0.98021,809,6,,-0.437,-0.42
julia brownley,Julia Brownley ,Rep,03-Jan-13,RepBrownley,RepBrownley,JuliaBrownley26,JuliaBrownley26,RepBrownley(CSPAN) JuliaBrownley26(REST),116,House,21308,71,26,CA,100,,,"BROWNLEY, Julia",B001285,1952,,-0.289,0.055,-30.26796,0.96278,798,12,,-0.369,0.216
justin amash,Justin Amash ,Rep,03-Jan-11,justinamash,justinamash,,,(Name is present with no Twitter handle in Github),116,House,91143,23,3,MI,328,,,"AMASH, Justin",A000367,1980,,0.359,-0.933,-284.06688,0.51732,431,157,,0.358,-0.934
karen bass,Karen Bass ,Rep,03-Jan-11,RepKarenBass,RepKarenBass,RepKarenBass,RepKarenBass,,116,House,21110,71,37,CA,100,,,"BASS, Karen",B001270,1953,,-0.584,-0.098,-16.74924,0.97843,768,8,,-0.572,-0.369
katherine clark,Katherine Clark ,Rep,12-Dec-13,RepKClark,RepKClark,RepKClark,RepKClark,,116,House,21375,3,5,MA,100,,,"CLARK, Katherine M.",C001101,1963,,-0.481,-0.351,-15.84966,0.98043,802,5,,-0.425,-0.265
kathleen rice,Kathleen Rice ,Rep,03-Jan-15,RepKathleenRice,RepKathleenRice,RepKathleenRice,RepKathleenRice,,116,House,21540,13,4,NY,100,,,"RICE, Kathleen",R000602,1965,,-0.28,0.039,-53.88685,0.93358,784,25,,-0.273,0.232
kathy castor,Kathy Castor ,Rep,03-Jan-07,USRepKCastor,USRepKCastor,USRepKCastor,USRepKCastor,,116,House,20708,43,14,FL,100,,,"CASTOR, Kathy",C001066,1966,,-0.438,0.054,-16.74806,0.97949,808,5,,-0.417,-0.065
katie hill,Katie Hill ,Rep,03-Jan-19,RepKatieHill,RepKatieHill,RepKatieHill,RepKatieHill,,116,House,21932,71,25,CA,100,,,"HILL, Katie",H001087,1987,,-0.306,0.114,-20.26703,0.96104,510,8,,-0.305,0.113
katie porter,Katie Porter ,Rep,03-Jan-19,RepKatiePorter,RepKatiePorter,RepKatiePorter,RepKatiePorter,,116,House,21954,71,45,CA,100,,,"PORTER, Katie",P000618,1974,,-0.198,-0.207,-109.921,0.87132,798,39,,-0.179,0.016
kay granger,Kay Granger ,Rep,03-Jan-97,RepKayGranger,RepKayGranger,RepKayGranger,RepKayGranger,,116,House,29762,49,12,TX,200,,,"GRANGER, Kay",G000377,1943,,0.403,0.231,-108.41274,0.86146,727,51,,0.421,0.396
kelly armstrong,Kelly Armstrong ,Rep,03-Jan-19,RepArmstrongND,RepArmstrongND,RepArmstrongND,RepArmstrongND,,116,House,21901,36,1,ND,200,,,"ARMSTRONG, Kelly",A000377,1976,,0.471,-0.006,-134.99178,0.84201,785,61,,0.466,0.036
ken buck,Ken Buck ,Rep,03-Jan-15,RepKenBuck,RepKenBuck,RepKenBuck,RepKenBuck,,116,House,21510,62,4,CO,200,,,"BUCK, Ken",B001297,1959,,0.714,-0.431,-113.06488,0.85298,711,49,,0.73,-0.418
ken calvert,Ken Calvert ,Rep,03-Jan-13,KenCalvert,KenCalvert,KenCalvert,KenCalvert,,116,House,29323,71,42,CA,200,,,"CALVERT, Ken",C000059,1953,,0.348,0.23,-81.67918,0.90201,792,26,,0.321,0.524
kendra horn,Kendra Horn ,Rep,03-Jan-19,RepKendraHorn,RepKendraHorn,RepKendraHorn,RepKendraHorn,,116,House,21933,53,5,OK,100,,,"HORN, Kendra",H001083,1976,,-0.169,0.519,-119.35155,0.86284,809,50,,-0.17,0.519
kenny marchant,Kenny Marchant ,Rep,03-Jan-05,RepKenMarchant,RepKenMarchant,RepKenMarchant,RepKenMarchant,,116,House,20532,49,24,TX,200,,,"MARCHANT, Kenny",M001158,1951,,0.6,0.154,-117.73578,0.83197,640,45,,0.593,0.028
kevin brady,Kevin Brady ,Rep,03-Jan-97,RepKevinBrady,RepKevinBrady,RepKevinBrady,RepKevinBrady,,116,House,29760,49,8,TX,200,,,"BRADY, Kevin",B000755,1955,,0.52,0.239,-112.93704,0.86325,768,48,,0.579,0.307
kevin hern,Kevin Hern ,Rep,13-Nov-18,repkevinhern,repkevinhern,repkevinhern,repkevinhern,,116,House,21760,53,1,OK,200,,,"HERN, Kevin",H001082,1961,,0.69,-0.043,-100.34896,0.88266,804,43,,0.687,0.078
kevin mccarthy,Kevin McCarthy ,Rep,03-Jan-07,GOPLeader,GOPLeader,GOPLeader,GOPLeader,,116,House,20703,71,23,CA,200,,,"MCCARTHY, Kevin",M001165,1965,,0.457,0.221,-94.12987,0.88754,789,41,,0.424,0.371
kim schrier,Kim Schrier ,Rep,03-Jan-19,RepKimSchrier,RepKimSchrier,RepKimSchrier,RepKimSchrier,,116,House,21962,73,8,WA,100,,,"SCHRIER, Kim",S001216,1968,,-0.335,0.564,-39.99271,0.95177,809,15,,-0.348,0.448
kurt schrader,Kurt Schrader ,Rep,03-Jan-09,RepSchrader,RepSchrader,RepSchrader,RepSchrader,,116,House,20944,72,5,OR,100,,,"SCHRADER, Kurt",S001180,1951,,-0.182,0.054,-120.11496,0.85944,793,52,,-0.139,0.103
lacy clay,Lacy Clay ,Rep,03-Jan-01,LacyClayMO1,LacyClayMO1,,,(Name is present with no Twitter handle in Github),116,House,20147,34,1,MO,100,,,"CLAY, Lacy",C001049,1956,,-0.481,-0.078,-19.15163,0.97562,776,8,,-0.586,0.04
lance gooden,Lance Gooden ,Rep,03-Jan-19,RepLanceGooden,RepLanceGooden,RepLanceGooden,RepLanceGooden,,116,House,21925,49,5,TX,200,,,"GOODEN, Lance",G000589,1982,,0.75,-0.098,-91.95724,0.89064,794,35,,0.724,0.007
larry bucshon,Larry Bucshon ,Rep,03-Jan-11,RepLarryBucshon,RepLarryBucshon,RepLarryBucshon,RepLarryBucshon,,116,House,21132,22,8,IN,200,,,"BUCSHON, Larry",B001275,1962,,0.408,0.273,-95.2196,0.88522,781,41,,0.452,0.298
lauren underwood,Lauren Underwood ,Rep,03-Jan-19,RepUnderwood,RepUnderwood,RepUnderwood,RepUnderwood,,116,House,21979,21,14,IL,100,,,"UNDERWOOD, Lauren",U000040,1986,,-0.544,0.542,-46.15846,0.94427,805,13,,-0.552,0.641
lee zeldin,Lee Zeldin ,Rep,03-Jan-15,RepLeeZeldin,RepLeeZeldin,RepLeeZeldin,RepLeeZeldin,,116,House,21539,13,1,NY,200,,,"ZELDIN, Lee",Z000017,1980,,0.397,-0.129,-168.93788,0.80942,799,75,,0.417,-0.145
linda sanchez,Linda Sanchez ,Rep,03-Jan-03,RepLindaSanchez,RepLindaSanchez,RepLindaSanchez,RepLindaSanchez,,116,House,20310,71,38,CA,100,,,"Sanchez, Linda",S001156,1969,,-0.508,-0.138,-13.19993,0.98337,787,5,,-0.523,-0.037
lisa rochester,Lisa Blunt Rochester,Rep,03-Jan-17,RepLBR,RepLBR,RepLBR,RepLBR,,116,House,21706,11,1,DE,100,,,"ROCHESTER, Lisa",B001303,1962,,-0.335,-0.133,-15.53078,0.98096,808,2,,-0.399,-0.103
liz cheney,Liz Cheney ,Rep,03-Jan-17,RepLizCheney,RepLizCheney,RepLizCheney,RepLizCheney,,116,House,21710,68,1,WY,200,,,"CHENEY, Liz",C001109,1966,,0.405,0.82,-138.67371,0.83577,773,58,,0.519,0.467
lizzie fletcher,Lizzie Fletcher ,Rep,03-Jan-19,RepFletcher,RepFletcher,RepFletcher,RepFletcher,,116,House,21919,49,7,TX,100,,,"FLETCHER, Lizzie",F000468,1975,,-0.412,0.911,-75.28599,0.91103,808,37,,-0.445,0.84
lloyd doggett,Lloyd Doggett ,Rep,03-Jan-95,RepLloydDoggett,RepLloydDoggett,RepLloydDoggett,RepLloydDoggett,,116,House,29571,49,35,TX,100,,,"DOGGETT, Lloyd",D000399,1946,,-0.402,-0.315,-40.76246,0.94934,784,13,,-0.41,-0.443
lloyd smucker,Lloyd Smucker ,Rep,03-Jan-17,RepSmucker,RepSmucker,RepSmucker,RepSmucker,,116,House,21745,14,11,PA,200,,,"SMUCKER, Lloyd K.",S001199,1964,,0.434,0.229,-78.09439,0.90271,763,35,,0.441,0.197
lois frankel,Lois Frankel ,Rep,03-Jan-13,RepLoisFrankel,RepLoisFrankel,RepLoisFrankel,RepLoisFrankel,,116,House,21321,43,21,FL,100,,,"FRANKEL, Lois",F000462,1948,,-0.402,-0.071,-22.82264,0.97087,772,9,,-0.345,-0.022
lori trahan,Lori Trahan ,Rep,03-Jan-19,RepLoriTrahan,RepLoriTrahan,RepLoriTrahan,RepLoriTrahan,,116,House,21977,3,3,MA,100,,,"TRAHAN, Lori",T000482,1973,,-0.436,-0.113,-19.85444,0.97582,811,6,,-0.472,-0.175
lou correa,Lou Correa ,Rep,03-Jan-17,RepLouCorrea,RepLouCorrea,RepLouCorrea,RepLouCorrea,,116,House,21711,71,46,CA,100,,,"CORREA, Lou",C001110,1958,,-0.285,0.251,-59.01999,0.92871,798,26,,-0.341,0.169
louie gohmert,Louie Gohmert ,Rep,03-Jan-05,RepLouieGohmert,RepLouieGohmert,RepLouieGohmert,RepLouieGohmert,,116,House,20527,49,1,TX,200,,,"GOHMERT, Louie",G000552,1953,,0.644,-0.406,-132.81057,0.8349,736,61,,0.709,-0.435
lucille roybal-allard,Lucille Roybal-Allard ,Rep,03-Jan-93,RepRoybalAllard,RepRoybalAllard,RepRoybalAllard,RepRoybalAllard,,116,House,29317,71,40,CA,100,,,"ROYBAL-ALLARD, Lucille",R000486,1941,,-0.469,-0.171,-15.44375,0.98076,795,5,,-0.399,-0.107
lucy mcbath,Lucy McBath ,Rep,03-Jan-19,replucymcbath,replucymcbath,replucymcbath,replucymcbath,,116,House,21944,44,6,GA,100,,,"McBATH, Lucy",M001208,1960,,-0.268,0.266,-58.11297,0.93069,809,21,,-0.249,0.354
mac thornberry,Mac Thornberry ,Rep,03-Jan-95,MacTXPress,MacTXPress,MacTXPress,MacTXPress,,116,House,29572,49,13,TX,200,,,"THORNBERRY, Mac",T000238,1958,,0.525,0.313,-106.92728,0.87159,778,48,,0.502,0.319
madeleine dean,Madeleine Dean ,Rep,03-Jan-19,RepDean,RepDean,RepDean,RepDean,,116,House,21915,14,4,PA,100,,,"DEAN, Madeleine",D000631,1959,,-0.439,-0.019,-13.60502,0.9833,808,5,,-0.514,0.075
marc veasey,Marc Veasey ,Rep,03-Jan-13,RepVeasey,RepVeasey,RepVeasey,RepVeasey,,116,House,21365,49,33,TX,100,,,"VEASEY, Marc",V000131,1971,,-0.401,0.327,-32.21616,0.96063,802,10,,-0.339,0.09
marcia fudge,Marcia Fudge ,Rep,18-Nov-08,RepMarciaFudge,RepMarciaFudge,RepMarciaFudge,RepMarciaFudge,,116,House,20941,24,11,OH,100,,,"FUDGE, Marcia",F000455,1952,,-0.581,0.14,-40.29551,0.94728,744,14,,-0.552,0.306
marcy kaptur,Marcy Kaptur ,Rep,03-Jan-83,RepMarcyKaptur,RepMarcyKaptur,RepMarcyKaptur,RepMarcyKaptur,,116,House,15029,24,9,OH,100,,,"KAPTUR, Marcy",K000009,1946,,-0.349,0.108,-24.54078,0.96941,790,7,,-0.432,0.277
mario diaz-balart,Mario Diaz-Balart ,Rep,03-Jan-03,MarioDB,MarioDB,MarioDB,MarioDB,,116,House,20316,43,25,FL,200,,,"DIAZ-BALART, Mario",D000600,1961,,0.283,0.131,-134.11369,0.84477,795,49,,0.288,0.2
mark amodei,Mark Amodei ,Rep,13-Sep-11,MarkAmodeiNV2,MarkAmodeiNV2,MarkAmodeiNV2,MarkAmodeiNV2,,116,House,21196,65,2,NV,200,,,"AMODEI, Mark E.",A000369,1958,,0.383,0.195,-120.78731,0.85738,785,58,,0.399,0.238
mark desaulnier,Mark DeSaulnier ,Rep,03-Jan-15,RepDeSaulnier,RepDeSaulnier,RepDeSaulnier,RepDeSaulnier,,116,House,21504,71,11,CA,100,,,"DESAULNIER, Mark James",D000623,1952,,-0.531,-0.375,-16.03956,0.9802,802,7,,-0.453,-0.608
mark green,Mark E. Green,Rep,03-Jan-19,RepMarkGreen,RepMarkGreen,RepMarkGreen,RepMarkGreen,,116,House,21926,54,7,TN,200,,,"GREEN, Mark",G000590,1964,,0.673,0.017,-84.58776,0.88739,708,38,,0.704,0.041
mark meadows,Mark Meadows ,Rep,03-Jan-17,RepMarkMeadows,RepMarkMeadows,RepMarkMeadows,RepMarkMeadows,,116,House,21348,47,11,NC,200,,,"MEADOWS, Mark",M001187,1959,,0.605,-0.201,-132.76565,0.81396,645,60,,0.587,-0.209
mark pocan,Mark Pocan ,Rep,03-Jan-13,RepMarkPocan,RepMarkPocan,RepMarkPocan,RepMarkPocan,,116,House,21370,25,2,WI,100,,,"POCAN, Mark",P000607,1964,,-0.535,-0.558,-32.72513,0.95982,798,12,,-0.472,-0.882
mark takano,Mark Takano ,Rep,03-Jan-13,RepMarkTakano,RepMarkTakano,RepMarkTakano,RepMarkTakano,,116,House,21312,71,41,CA,100,,,"TAKANO, Mark",T000472,1960,,-0.464,-0.274,-18.72122,0.97676,796,7,,-0.408,-0.353
mark walker,Mark Walker ,Rep,03-Jan-15,RepMarkWalker,RepMarkWalker,RepMarkWalker,RepMarkWalker,,116,House,21543,47,6,NC,200,,,"WALKER, Mark",W000819,1969,,0.641,0.017,-80.78866,0.89115,701,33,,0.671,0.14
markwayne mullin,Markwayne Mullin ,Rep,03-Jan-13,RepMullin,RepMullin,RepMullin,RepMullin,,116,House,21355,53,2,OK,200,,,"MULLIN, Markwayne",M001190,1977,,0.542,0.226,-105.63572,0.85393,669,42,,0.553,0.078
martha roby,Martha Roby ,Rep,03-Jan-11,RepMarthaRoby,RepMarthaRoby,RepMarthaRoby,RepMarthaRoby,,116,House,21192,41,2,AL,200,,,"ROBY, Martha",R000591,1976,,0.362,0.658,-90.42097,0.88244,723,31,,0.346,0.672
mary scanlon,Mary Gay Scanlon,Rep,13-Nov-18,RepMGS,RepMGS,RepMGS,RepMGS,,116,House,21762,14,5,PA,100,,,"SCANLON, Mary",S001205,1959,,-0.432,-0.04,-16.35768,0.97996,808,5,,-0.534,0.121
matt cartwright,Matt Cartwright ,Rep,03-Jan-13,RepCartwright,RepCartwright,RepCartwright,RepCartwright,,116,House,21358,14,8,PA,100,,,"CARTWRIGHT, Matt",C001090,1961,,-0.359,-0.018,-25.09835,0.96837,781,7,,-0.305,-0.02
matt gaetz,Matt Gaetz ,Rep,03-Jan-17,RepMattGaetz,RepMattGaetz,RepMattGaetz,RepMattGaetz,,116,House,21719,43,1,FL,200,,,"GAETZ, Matt",G000578,1982,,0.601,-0.637,-202.14374,0.75283,712,94,,0.593,-0.64
max rose,Max Rose ,Rep,03-Jan-19,RepMaxRose,RepMaxRose,RepMaxRose,RepMaxRose,,116,House,21958,13,11,NY,100,,,"ROSE, Max",R000613,1986,,-0.176,0.269,-114.2671,0.86705,801,43,,-0.176,0.269
maxine waters,Maxine Waters ,Rep,03-Jan-91,RepMaxineWaters,RepMaxineWaters,RepMaxineWaters,RepMaxineWaters,,116,House,29106,71,43,CA,100,,,"WATERS, Maxine",W000187,1938,,-0.656,-0.076,-55.15283,0.93362,803,18,,-0.589,0.367
michael burgess,Michael Burgess ,Rep,03-Jan-03,MichaelCBurgess,MichaelCBurgess,MichaelCBurgess,MichaelCBurgess,,116,House,20355,49,26,TX,200,,,"BURGESS, Michael C.",B001248,1950,,0.573,-0.196,-153.56264,0.82334,790,75,,0.611,-0.111
michael cloud,Michael Cloud ,Rep,10-Jul-18,RepCloudTX,RepCloudTX,RepCloudTX,RepCloudTX,,116,House,21758,49,27,TX,200,,,"CLOUD, Michael",C001115,1975,,0.684,-0.294,-143.14978,0.83635,801,66,,0.656,-0.272
michael doyle,Michael F. Doyle,Rep,03-Jan-95,USRepMikeDoyle,USRepMikeDoyle,USRepMikeDoyle,USRepMikeDoyle,,116,House,29561,14,18,PA,100,,,"DOYLE, Michael F.",D000482,1953,,-0.331,0.099,-36.44292,0.95435,780,14,,-0.46,-0.347
michael guest,Michael Guest ,Rep,03-Jan-19,RepMichaelGuest,RepMichaelGuest,RepMichaelGuest,RepMichaelGuest,,116,House,21927,46,3,MS,200,,,"GUEST, Michael",G000591,1970,,0.532,0.139,-98.95177,0.8831,796,43,,0.486,0.232
michael mccaul,Michael McCaul ,Rep,03-Jan-05,RepMcCaul,RepMcCaul,RepMcCaul,RepMcCaul,,116,House,20530,49,10,TX,200,,,"McCAUL, Michael T.",M001157,1962,,0.422,0.119,-149.31645,0.83012,802,63,,0.323,0.263
michael waltz,Michael Waltz ,Rep,03-Jan-19,RepMichaelWaltz,RepMichaelWaltz,RepMichaelWaltz,RepMichaelWaltz,,116,House,21981,43,6,FL,200,,,"WALTZ, Michael",W000823,1974,,0.409,-0.035,-150.73663,0.82073,763,74,,0.411,-0.147
mike bost,Mike Bost ,Rep,03-Jan-15,RepBost,RepBost,RepBost,RepBost,,116,House,21519,21,12,IL,200,,,"BOST, Mike",B001295,1960,,0.3,0.378,-88.69118,0.88515,727,39,,0.292,0.453
mike conaway,Mike Conaway ,Rep,03-Jan-05,ConawayTX11,ConawayTX11,ConawayTX11,ConawayTX11,,116,House,20531,49,11,TX,200,,,"CONAWAY, Mike",C001062,1948,,0.593,0.367,-81.86616,0.90319,804,36,,0.612,0.494
mike gallagher,Mike Gallagher ,Rep,03-Jan-17,RepGallagher,RepGallagher,RepGallagher,RepGallagher,,116,House,21720,25,8,WI,200,,,"GALLAGHER, Mike",G000579,1984,,0.43,-0.002,-163.4025,0.81078,779,68,,0.411,-0.078
